1,6.0E-6
2,7.0E-6
3,1.3E-5
4,2.0E-5
5,3.0E-5
6,4.2E-5
7,5.7E-5
8,7.4E-5
9,9.3E-5
10,1.15E-4
11,1.37E-4
12,1.62E-4
13,1.94E-4
14,2.21E-4
15,2.54E-4
16,2.92E-4
17,3.21E-4
18,3.72E-4
19,4.14E-4
20,4.51E-4
21,4.9E-4
22,5.56E-4
23,5.91E-4
24,6.46E-4
25,6.86E-4
26,7.43E-4
27,8.01E-4
28,8.91E-4
29,9.74E-4
30,9.87E-4
31,0.001067
32,0.001125
33,0.001192
34,0.001281
35,0.001408
36,0.001607
37,0.001496
38,0.001628
39,0.001649
40,0.006124
41,0.001937
42,0.001953
43,0.002021
44,0.002178
45,0.002261
46,0.002322
47,0.002528
48,0.002559
49,0.002618
50,0.002826
51,0.002853
52,0.004226
53,0.003175
54,0.003419
55,0.003354
56,0.003589
57,0.003587
58,0.003839
59,0.003876
60,0.004186
61,0.004114
62,0.004433
63,0.004417
64,0.006594
65,0.005637
66,0.006047
67,0.005873
68,0.005538
69,0.006216
70,0.005982
71,0.005826
72,0.006262
73,0.006339
74,0.006251
75,0.006845
76,0.006376
77,0.007134
78,0.006627
79,0.007278
80,0.006965
81,0.007603
82,0.007351
83,0.007962
84,0.0078
85,0.008442
86,0.008344
87,0.008557
88,0.004633
89,0.001592
90,0.007443
91,0.002132
92,0.002448
93,0.001654
94,0.002401
95,0.002313
96,0.002264
97,0.002139
98,0.001997
99,0.001966
100,0.002171
101,0.003259
102,0.00295
103,0.002956
104,0.002048
105,0.003262
106,0.002506
107,0.002436
108,0.002471
109,0.003951
110,0.00445
111,0.002399
112,0.004386
113,0.003303
114,0.002481
115,0.003783
116,0.00391
117,0.00268
118,0.003287
119,0.002814
120,0.003401
121,0.002926
122,0.00369
123,0.00353
124,0.003048
125,0.004098
126,0.003807
127,0.003502
128,0.00335
129,0.003348
130,0.003515
131,0.003315
132,0.003738
133,0.003548
134,0.003869
135,0.005673
136,0.004383
137,0.004469
138,0.003898
139,0.004108
140,0.007753
141,0.004274
142,0.00434
143,0.004072
144,0.005885
145,0.004965
146,0.004716
147,0.004777
148,0.00472
149,0.004675
150,0.004805
151,0.005002
152,0.004799
153,0.005057
154,0.005333
155,0.005479
156,0.005023
157,0.005462
158,0.006509
159,0.006207
160,0.005736
161,0.005806
162,0.005448
163,0.005967
164,0.005848
165,0.005674
166,0.005728
167,0.005993
168,0.005919
169,0.00616
170,0.006325
171,0.006566
172,0.006678
173,0.006838
174,0.007456
175,0.006563
176,0.006407
177,0.020392
178,0.00781
179,0.006964
180,0.006791
181,0.007016
182,0.006998
183,0.007215
184,0.007649
185,0.007132
186,0.008964
187,0.007566
188,0.007514
189,0.00723
190,0.018342
191,0.007951
192,0.008001
193,0.008135
194,0.008261
195,0.018996
196,0.008818
197,0.008946
198,0.018707
199,0.009445
